Application id,income,age,employment,loan amount,previous default,debt,credit history,creditworthiness
APP08153,56407,38,Employed,9244,No,53985,Average,Yes
APP08154,77314,41,Employed,13596,No,11574,Good,Yes
APP08155,55759,56,Employed,51125,No,10901,Average,Yes
APP08156,45112,60,Employed,80922,No,28940,Average,Yes
APP08157,49843,64,Employed,64661,Yes,8468,Good,Yes
APP08158,47040,42,Employed,14947,No,27053,Good,Yes
APP08159,45052,50,Employed,89317,Yes,77606,Good,No
APP08160,64882,63,Employed,92158,No,2576,Poor,Yes
APP08161,169492,50,Employed,35871,Yes,66613,Poor,No
APP08162,42935,28,Employed,63522,No,79496,Good,Yes
APP08163,51997,54,Employed,51771,No,35476,Good,Yes
APP08164,58620,29,Employed,94492,No,75501,Good,No
APP08165,44037,40,Employed,53331,No,21630,Good,Yes
APP08166,98352,60,Unemployed,96197,No,78601,Good,Yes
APP08167,20644,45,Employed,23938,No,69063,Good,Yes
APP08168,47246,39,Self-Employed,37826,Yes,70891,Good,No
APP08169,86711,25,Self-Employed,79228,No,11301,Good,Yes
APP08170,52562,31,Unemployed,79443,No,69735,Average,No
APP08171,41470,35,Employed,74557,No,75404,Poor,No
APP08172,73163,28,Self-Employed,86663,Yes,65705,Good,No
APP08173,90215,39,Unemployed,71742,Yes,8218,Good,No
APP08174,,43,Employed,65428,No,7697,Poor,Yes
APP08175,,47,Employed,48598,No,29251,Poor,No
APP08176,73673,60,Unemployed,49373,No,56689,Good,No
APP08177,50070,52,Employed,43585,No,1984,Good,Yes
APP08178,83904,46,Employed,63920,No,76101,Good,Yes
APP08179,116958,47,Self-Employed,43633,Yes,42510,Good,Yes
APP08180,18575,39,Employed,19012,No,29311,Good,Yes
APP08181,63075,62,Employed,15120,No,45337,Good,Yes
APP08182,27475,49,Employed,92825,No,57547,Average,No
APP08183,180035,59,Employed,7350,Yes,22589,Good,Yes
APP08184,48603,61,Self-Employed,15019,No,23999,Average,Yes
APP08185,83949,53,Employed,47304,No,37986,Good,Yes
APP08186,59054,39,Self-Employed,29978,Yes,53925,Good,No
APP08187,41803,57,Employed,43556,No,56803,Average,Yes
APP08188,39623,39,Employed,16158,No,26600,Average,Yes
APP08189,122474,53,Employed,17436,No,26477,Good,Yes
APP08190,92251,36,Employed,81063,No,39482,Good,Yes
APP08191,143877,43,Self-Employed,77115,No,43812,Good,Yes
APP08192,61516,27,Employed,14904,No,52304,Good,Yes
APP08193,68300,46,Self-Employed,68440,No,49799,Good,Yes
APP08194,53203,52,Employed,62885,No,30429,Good,Yes
APP08195,52729,32,Employed,72769,Yes,24454,Good,No
APP08196,37543,28,Employed,50073,Yes,25326,Good,Yes
APP08197,62312,25,Self-Employed,30649,No,51987,Average,Yes
APP08198,42064,62,Employed,68050,Yes,35219,Good,Yes
APP08199,73201,48,Employed,40279,Yes,11614,Good,Yes
APP08200,,25,Self-Employed,25801,No,1468,Average,Yes
APP08201,68293,,Employed,43820,No,3345,Average,Yes
APP08202,127505,25,Employed,77511,Yes,69534,Good,Yes
APP08203,58990,42,Employed,50200,Yes,37168,Good,Yes
APP08204,84341,35,,33487,No,52937,Average,No
APP08205,151037,33,Employed,84028,Yes,74394,Poor,No
APP08206,108021,48,Employed,88756,No,10976,Good,Yes
APP08207,100813,53,Employed,46159,No,36362,Average,Yes
APP08208,52265,63,Employed,40595,No,43586,Poor,Yes
APP08209,66532,43,Self-Employed,63206,No,67481,Good,Yes
APP08210,33153,53,Unemployed,10508,No,79504,Good,Yes
APP08211,75103,63,Self-Employed,70676,No,57223,Average,No
APP08212,67887,38,Employed,79317,No,51705,Good,Yes
APP08213,60635,50,Employed,42757,No,73705,Good,Yes
APP08214,95257,46,Self-Employed,21589,No,67153,Good,Yes
APP08215,34843,36,Unemployed,7738,No,69338,Good,Yes
APP08216,125215,33,Employed,65538,Yes,1214,Good,Yes
APP08217,90030,59,Employed,30554,No,41640,Average,Yes
APP08218,58123,53,Self-Employed,49070,No,62836,Poor,No
APP08219,56116,46,Employed,41704,No,15335,Good,Yes
APP08220,74487,21,Employed,21614,Yes,60365,Good,No
APP08221,118953,58,Unemployed,53295,No,1724,Average,Yes
APP08222,62807,22,Self-Employed,48661,No,46438,Good,Yes
APP08223,64018,26,Employed,64294,No,68255,Average,Yes
APP08224,60491,,Employed,28929,No,35077,Average,Yes
APP08225,133788,62,Employed,25391,No,59417,Poor,Yes
APP08226,50823,44,Unemployed,82363,No,42901,Good,Yes
APP08227,59209,38,Unemployed,71708,No,52136,Good,No
APP08228,115919,47,Self-Employed,78360,No,41817,Good,Yes
APP08229,,61,Employed,16713,No,38591,Good,Yes
APP08230,100085,28,Employed,26284,Yes,67488,Poor,No
APP08231,39816,48,Self-Employed,59675,Yes,8327,Poor,No
APP08232,,30,Employed,86434,Yes,47187,Poor,No
APP08233,117019,37,Employed,89751,No,10070,Good,Yes
APP08234,44256,49,Employed,84031,No,45462,Average,Yes
APP08235,56051,26,Employed,9123,No,77124,Good,Yes
APP08236,67347,34,Unemployed,82984,No,5511,Poor,No
APP08237,38445,42,Employed,90414,No,34339,Good,Yes
APP08238,49806,26,Self-Employed,10391,No,64356,Good,Yes
APP08239,63120,46,Employed,44547,No,30206,Average,Yes
APP08240,61274,59,Self-Employed,55978,Yes,42105,Average,No
APP08241,106751,32,Employed,27111,No,10062,Average,Yes
APP08242,120061,55,Employed,54085,No,18623,Good,Yes
APP08243,40817,34,Employed,89166,No,55228,Poor,No
APP08244,63081,42,Employed,87360,No,66458,Average,Yes
APP08245,81268,43,Employed,94285,No,52070,Average,No
APP08246,118712,27,Self-Employed,50990,No,67117,Good,Yes
APP08247,82902,60,Employed,44004,No,48847,Average,Yes
APP08248,68392,45,Employed,68250,No,65006,Good,Yes
APP08249,80987,33,Employed,44592,Yes,78648,Good,No
APP08250,81251,41,,8985,No,7543,Good,Yes
APP08251,39523,61,Self-Employed,73393,No,38892,Average,Yes
APP08252,65438,30,Employed,31693,Yes,16002,Good,Yes
APP08253,115696,29,Employed,9663,No,37753,Good,Yes
APP08254,54655,35,Self-Employed,6959,No,40467,Average,Yes
APP08255,63599,22,Employed,93479,No,50132,Good,Yes
APP08256,53797,45,Self-Employed,28947,No,35705,Good,Yes
APP08257,21181,33,Employed,47550,No,26652,Poor,No
APP08258,60559,54,Employed,95305,No,4410,Good,Yes
APP08259,68728,54,Employed,49414,No,3749,Good,Yes
APP08260,47642,55,Employed,12468,No,14826,Good,Yes
APP08261,35686,58,Self-Employed,57434,No,36470,Good,Yes
APP08262,40369,23,Employed,13379,Yes,33984,Good,Yes
APP08263,84625,62,Employed,14033,No,16065,Poor,Yes
APP08264,145763,26,Employed,85890,No,65965,Average,No
APP08265,,39,Employed,32495,No,54996,Good,Yes
APP08266,32766,23,Self-Employed,69474,Yes,28110,Good,No
APP08267,88140,38,Employed,53348,No,63960,Good,Yes
APP08268,44519,59,Self-Employed,26121,No,79150,Good,Yes
APP08269,46170,29,Unemployed,54193,No,20358,Poor,No
APP08270,48738,32,Employed,11554,No,29645,Good,Yes
APP08271,82440,25,Self-Employed,37985,No,79439,Average,No
APP08272,92389,23,Employed,54669,No,11893,Average,Yes
APP08273,57411,31,Employed,26697,No,7098,Average,Yes
APP08274,57851,50,Employed,67718,No,42158,Good,Yes
APP08275,73941,24,Employed,9922,Yes,38006,Good,Yes
APP08276,77474,25,Unemployed,51057,Yes,7185,Good,No
APP08277,,21,Employed,72925,No,23913,Average,Yes
APP08278,33662,47,Employed,45845,Yes,34096,Good,No
APP08279,60543,48,,88086,No,65955,Good,Yes
APP08280,37104,49,Employed,65058,No,56920,Average,No
APP08281,58640,38,,96057,Yes,73248,Good,No
APP08282,54194,32,Self-Employed,31992,No,27267,Good,Yes
APP08283,58751,33,Employed,94185,No,25441,Good,Yes
APP08284,41865,61,Self-Employed,62648,No,37591,Good,Yes
APP08285,30725,,Self-Employed,75792,Yes,1595,Poor,No
APP08286,23379,57,Employed,90705,Yes,17378,Good,No
APP08287,56561,65,Employed,57364,No,17706,Good,Yes
APP08288,49422,36,Employed,86907,No,5826,Poor,No
APP08289,44264,44,Self-Employed,56461,Yes,36955,Good,No
APP08290,108798,55,Employed,61924,No,72536,Good,Yes
APP08291,40756,,Employed,47284,No,1318,Good,Yes
APP08292,113513,56,Employed,18836,No,50645,Poor,Yes
APP08293,124596,31,Employed,57583,No,70467,Average,Yes
APP08294,24939,49,Employed,97858,Yes,9494,Good,No
APP08295,62547,55,Employed,79783,No,73463,Good,Yes
APP08296,50123,35,Employed,76012,No,65663,Poor,No
APP08297,18000,51,Employed,66114,No,17951,Good,Yes
APP08298,31320,62,Employed,38051,No,72522,Good,Yes
APP08299,85035,61,Employed,21113,No,64517,Average,Yes
APP08300,148857,63,Self-Employed,26332,No,9800,Average,Yes
APP08301,90067,36,Employed,5601,Yes,66617,Poor,No
APP08302,69406,30,Employed,68981,No,43832,Average,Yes
APP08303,59427,52,Employed,82128,No,65461,Poor,No
APP08304,127938,22,Employed,30547,No,49796,Average,Yes
APP08305,157756,44,Employed,13726,No,31957,Good,Yes
APP08306,,43,Employed,36894,No,48490,Good,Yes
APP08307,24394,22,Self-Employed,32745,No,51258,Poor,No
APP08308,23340,58,Employed,47833,No,61530,Good,Yes
APP08309,108765,51,Self-Employed,30090,No,66624,Average,No
APP08310,58743,60,Unemployed,37275,No,53394,Average,No
APP08311,65157,46,Employed,91218,No,79182,Good,Yes
APP08312,26804,49,Employed,36809,No,62506,Good,Yes
APP08313,42752,23,Employed,79624,No,72950,Good,Yes
APP08314,52530,34,Unemployed,64454,No,26240,Good,Yes
APP08315,65882,,Self-Employed,37066,No,25982,Average,Yes
APP08316,50148,21,,82690,No,29624,Good,Yes
APP08317,37620,23,Employed,61532,No,35738,Poor,No
APP08318,42152,46,Self-Employed,5819,No,76951,Good,Yes
APP08319,103347,38,Self-Employed,11529,No,6809,Average,Yes
APP08320,66987,29,Employed,76501,No,40377,Good,Yes
APP08321,79029,58,Employed,47420,No,13732,Good,Yes
APP08322,40039,43,Employed,43523,No,65061,Good,Yes
APP08323,18000,41,Employed,18854,No,3460,Good,Yes
APP08324,47415,21,Self-Employed,19945,No,36956,Average,No
APP08325,40625,41,,80786,Yes,32185,Poor,No
APP08326,70204,47,Employed,83757,No,8282,Good,Yes
APP08327,250000,62,,58200,No,30761,Good,Yes
APP08328,82037,26,Employed,33037,No,64913,Average,Yes
APP08329,,64,Employed,93607,No,11860,Poor,Yes
APP08330,77501,56,Unemployed,64276,No,78697,Good,Yes
APP08331,,48,Employed,80681,No,5618,Good,Yes
APP08332,70169,65,Employed,5312,No,23839,Good,Yes
APP08333,133704,37,Employed,47780,No,62217,Good,Yes
APP08334,136681,60,Employed,87740,No,29244,Good,Yes
APP08335,46314,23,Employed,37132,No,38948,Good,Yes
APP08336,67241,32,Employed,74022,Yes,15746,Good,Yes
APP08337,31537,59,Employed,67479,No,57524,Good,Yes
APP08338,86960,32,Employed,19461,No,15184,Good,Yes
APP08339,120706,22,Employed,78616,No,68050,Good,Yes
APP08340,61084,42,Employed,15690,No,43620,Good,Yes
APP08341,44435,43,Self-Employed,74152,No,44304,Good,Yes
APP08342,70556,50,Employed,99142,No,74747,Good,Yes
APP08343,72400,25,Unemployed,96008,Yes,62067,Good,No
APP08344,62231,29,Employed,81023,No,59708,Average,Yes
APP08345,65025,41,Employed,55779,No,68785,Good,Yes
APP08346,55486,31,Unemployed,69108,No,8254,Average,No
APP08347,,25,Employed,74170,No,58358,Good,Yes
APP08348,83567,55,Employed,5798,No,19423,Good,Yes
APP08349,38550,47,Employed,14725,No,23195,Average,Yes
APP08350,38076,22,Self-Employed,61721,No,2197,Good,Yes
APP08351,53510,44,Employed,5621,Yes,71604,Good,Yes
APP08352,83590,51,Employed,91346,No,59390,Good,Yes
APP08353,64134,53,Employed,51518,No,12004,Good,Yes
APP08354,44922,59,Self-Employed,29488,Yes,26906,Good,No
APP08355,67493,50,Employed,42413,No,38915,Average,Yes
APP08356,51701,57,Employed,85824,No,40019,Good,Yes
APP08357,89172,48,Employed,93083,No,48057,Poor,No
APP08358,69701,51,Self-Employed,16042,No,38303,Good,Yes
APP08359,52064,,Employed,78906,No,52243,Good,Yes
APP08360,66588,,Employed,59932,No,70826,Poor,No
APP08361,,22,Self-Employed,60623,No,32448,Good,Yes
APP08362,46433,60,Employed,79048,No,70260,Poor,No
APP08363,71919,61,Employed,26170,No,18349,Good,Yes
APP08364,58127,47,Unemployed,55449,No,10589,Good,Yes
APP08365,72711,55,Self-Employed,35338,No,19913,Good,Yes
APP08366,44692,22,Employed,13979,No,17321,Good,Yes
APP08367,63054,59,,14983,No,78821,Good,Yes
APP08368,98777,57,Employed,17965,No,31103,Good,Yes
APP08369,39358,41,Unemployed,63415,No,52466,Good,No
APP08370,,25,Unemployed,15054,No,55988,Good,Yes
APP08371,33555,65,Employed,59160,No,36171,Good,Yes
APP08372,35430,41,Employed,60888,No,18662,Poor,Yes
APP08373,78433,49,Self-Employed,90870,No,35610,Good,Yes
APP08374,31871,40,Employed,64506,No,38427,Average,Yes
APP08375,52473,58,Employed,98631,No,76367,Good,Yes
APP08376,79247,40,Employed,7944,No,45921,Good,Yes
APP08377,72374,45,Employed,71894,Yes,77620,Good,No
APP08378,50443,22,Self-Employed,7516,No,46560,Average,No
APP08379,65383,52,Unemployed,74291,No,12455,Poor,No
APP08380,62964,46,Employed,41656,No,31366,Good,Yes
APP08381,54241,26,Employed,63074,No,63593,Good,Yes
APP08382,54569,61,Employed,34406,Yes,34308,Good,Yes
APP08383,164069,23,Self-Employed,20115,No,8879,Average,Yes
APP08384,86361,53,Employed,73734,No,8590,Good,Yes
APP08385,183211,21,Employed,90939,No,19728,Average,Yes
APP08386,47976,25,Employed,22440,No,45617,Average,Yes
APP08387,57749,,Employed,92467,Yes,66582,Poor,No
APP08388,32947,39,Employed,18317,Yes,43163,Good,Yes
APP08389,41681,32,Unemployed,74888,No,59940,Average,No
APP08390,141204,45,Employed,96147,No,52002,Good,Yes
APP08391,47438,55,Employed,19000,No,42404,Good,Yes
APP08392,142312,32,Employed,46334,No,17970,Good,Yes
APP08393,34289,50,Employed,37058,No,70770,Average,No
APP08394,37348,25,Employed,41905,No,22782,Good,Yes
APP08395,51459,54,,76548,No,20973,Average,Yes
APP08396,58303,42,Self-Employed,67813,Yes,21366,Average,No
APP08397,90898,59,,97025,No,8559,Average,Yes
APP08398,73493,33,Employed,22621,No,40394,Good,Yes
APP08399,,23,Employed,56610,No,26875,Poor,No
APP08400,56506,40,Self-Employed,47667,No,42233,Good,Yes
APP08401,51975,51,Employed,92291,No,36796,Average,Yes
APP08402,39756,25,,6009,No,42064,Good,Yes
APP08403,40236,44,Employed,98971,No,24515,Average,Yes
APP08404,95287,60,Employed,50575,Yes,65396,Good,Yes
APP08405,26355,53,Employed,64426,No,43201,Average,Yes
APP08406,124233,28,Unemployed,39205,Yes,17466,Good,No
APP08407,51418,44,Employed,85990,No,72242,Average,No
APP08408,42382,40,Employed,58389,No,9647,Good,Yes
APP08409,83700,36,Employed,67967,No,58941,Average,Yes
APP08410,117061,32,Employed,66646,No,54597,Good,Yes
APP08411,99214,33,Employed,39578,No,6756,Average,Yes
APP08412,75202,65,Employed,12219,No,72219,Good,Yes
APP08413,97850,62,Employed,81732,No,25989,Good,Yes
APP08414,27714,59,Employed,32523,No,59531,Average,Yes
APP08415,47443,45,Employed,85648,Yes,22883,Average,No
APP08416,39818,52,Employed,62821,Yes,42530,Average,No
APP08417,104108,44,Employed,38602,No,77814,Poor,No
APP08418,50490,64,Employed,61453,No,49251,Good,Yes
APP08419,87775,29,Employed,66322,No,24409,Good,Yes
APP08420,76362,60,Employed,72135,No,37212,Good,Yes
APP08421,40703,43,Employed,83122,Yes,54407,Good,No
APP08422,46072,33,Employed,20177,No,36170,Good,Yes
APP08423,107400,52,Employed,94694,No,72949,Average,Yes
APP08424,42325,35,Employed,44030,No,69529,Good,Yes
APP08425,63468,56,Employed,86743,No,12598,Good,Yes
APP08426,42191,25,Employed,25946,No,63010,Good,Yes
APP08427,52095,42,,7758,No,75451,Good,Yes
APP08428,58766,36,Employed,59468,No,26036,Good,Yes
APP08429,42185,61,Employed,35843,Yes,19819,Good,Yes
APP08430,38945,30,Employed,98524,Yes,1758,Poor,No
APP08431,68249,44,Self-Employed,14923,No,10137,Good,Yes
APP08432,41026,38,Employed,9494,No,76912,Poor,No
APP08433,41660,38,Unemployed,9277,No,31899,Good,Yes
APP08434,39321,27,Employed,25603,Yes,31600,Good,Yes
APP08435,57933,24,Self-Employed,60023,No,22068,Good,Yes
APP08436,91745,46,Employed,53029,No,13961,Average,Yes
APP08437,118189,25,Self-Employed,38257,Yes,41194,Poor,No
APP08438,43280,36,Employed,13435,No,58132,Good,Yes
APP08439,157904,55,Employed,27205,No,44513,Good,Yes
APP08440,38177,46,Employed,22494,No,3801,Good,Yes
APP08441,97704,38,Unemployed,75838,No,64474,Good,No
APP08442,43362,49,Unemployed,79095,No,74596,Average,No
APP08443,40546,43,Employed,78816,No,35790,Good,Yes
APP08444,42914,34,,97059,No,29951,Good,Yes
APP08445,,35,Employed,89003,No,19158,Poor,No
APP08446,77893,53,,52291,Yes,24848,Good,Yes
APP08447,81108,45,Employed,44419,No,51911,Average,Yes
APP08448,39234,41,Unemployed,91998,No,61842,Average,No
APP08449,38436,37,Employed,63066,No,27245,Good,Yes
APP08450,39720,43,Employed,32968,No,27834,Good,Yes
APP08451,57068,63,Employed,58624,No,36637,Good,Yes
APP08452,54586,37,Employed,99254,No,14446,Poor,No
APP08453,39125,,Employed,85700,No,74249,Average,No
APP08454,67739,49,Employed,31722,No,56731,Good,Yes
APP08455,166085,40,Employed,95531,No,35253,Average,Yes
APP08456,47809,50,Employed,98239,No,10660,Average,Yes
APP08457,49366,39,Employed,26961,No,68057,Good,Yes
APP08458,77184,59,Employed,90081,No,39213,Good,Yes
APP08459,46660,33,Self-Employed,88904,Yes,63954,Average,No
APP08460,81075,38,Employed,8777,No,3638,Good,Yes
APP08461,43423,43,Self-Employed,68620,No,22619,Poor,No
APP08462,136838,53,Employed,34002,No,50146,Average,Yes
APP08463,70070,59,Employed,69088,No,39546,Good,Yes
APP08464,45392,60,Employed,91788,No,24311,Poor,Yes
APP08465,46036,38,Self-Employed,52384,No,16889,Good,Yes
APP08466,47614,,Self-Employed,44369,No,24843,Poor,No
APP08467,,53,Employed,92545,No,59645,Good,Yes
APP08468,33900,52,Employed,97541,No,15513,Average,Yes
APP08469,44424,37,Self-Employed,10912,No,47911,Average,Yes
APP08470,46600,39,Employed,92671,No,34471,Good,Yes
APP08471,59578,47,Employed,12863,No,61280,Good,Yes
APP08472,53109,26,Employed,37042,No,16928,Good,Yes
APP08473,30670,55,Employed,77445,Yes,22337,Good,No
APP08474,50120,57,Employed,78819,Yes,32496,Good,Yes
APP08475,57371,54,Employed,73953,No,14159,Poor,No
APP08476,45227,40,Employed,8716,No,37434,Average,Yes
APP08477,81728,45,Employed,17632,No,33868,Good,Yes
APP08478,90747,24,Employed,93941,No,79217,Average,No
APP08479,57920,30,Employed,12739,No,47915,Good,Yes
APP08480,66559,30,Employed,12462,No,6487,Poor,Yes
APP08481,22689,44,Employed,84386,No,37335,Good,Yes
APP08482,49643,41,,65920,No,70402,Good,No
APP08483,94303,31,Employed,38407,No,69475,Good,Yes
APP08484,49590,47,Employed,20742,Yes,76983,Poor,No
APP08485,43059,36,Self-Employed,88996,Yes,71644,Good,No
APP08486,167219,46,Employed,98911,No,14928,Good,Yes
APP08487,136037,50,Employed,9747,No,1282,Good,Yes
APP08488,74051,36,Employed,57641,Yes,49684,Good,Yes
APP08489,100169,27,Self-Employed,29824,No,56493,Good,Yes
APP08490,22036,36,Self-Employed,84077,No,11366,Average,No
APP08491,42096,55,Employed,37877,Yes,14180,Good,Yes
APP08492,48563,36,Employed,72890,No,77083,Good,Yes
APP08493,53955,60,Employed,56255,No,75563,Good,Yes
APP08494,48128,32,Employed,56445,No,13401,Good,Yes
APP08495,19046,55,Employed,86510,No,20514,Good,Yes
APP08496,71383,41,Employed,49688,Yes,71477,Good,No
APP08497,76630,63,Self-Employed,85332,No,35364,Good,Yes
APP08498,123371,56,Self-Employed,39526,No,64048,Good,Yes
APP08499,42081,37,Employed,21604,No,32283,Good,Yes
APP08500,40560,52,Employed,48270,Yes,59174,Good,No
APP08501,18000,61,Self-Employed,52344,No,32349,Good,Yes
APP08502,52575,26,Self-Employed,50446,No,72035,Average,No
APP08503,90003,44,Employed,81791,No,26720,Average,Yes
APP08504,45561,47,Employed,58644,No,42326,Good,Yes
APP08505,157416,40,Self-Employed,89402,No,42219,Good,Yes
APP08506,53457,45,Self-Employed,53848,No,52261,Good,Yes
APP08507,64103,22,Employed,26348,No,25229,Poor,Yes
APP08508,32491,29,Employed,17302,No,51770,Good,Yes
APP08509,68278,48,Employed,87494,No,12142,Good,Yes
APP08510,24622,58,Employed,10336,Yes,71595,Good,Yes
APP08511,81983,23,Self-Employed,16173,No,12390,Good,Yes
APP08512,83124,40,Employed,11048,No,67383,Good,Yes
APP08513,110612,26,Employed,45255,No,55759,Average,Yes
APP08514,37915,59,Employed,55598,No,27944,Good,Yes
APP08515,64496,53,Employed,6888,No,26867,Good,Yes
APP08516,77328,21,Employed,53981,No,77318,Poor,No
APP08517,73213,57,Self-Employed,42407,No,16404,Good,Yes
APP08518,40648,26,Unemployed,78496,No,58114,Good,No
APP08519,20449,65,Employed,83846,No,15511,Good,Yes
APP08520,70139,54,Employed,70072,No,72526,Good,Yes
APP08521,56021,35,Unemployed,49982,No,59613,Average,No
APP08522,46495,65,Employed,25534,No,74684,Good,Yes
APP08523,84616,46,Unemployed,85476,No,70450,Average,No
APP08524,58799,34,Employed,37459,Yes,44410,Average,No
APP08525,33139,27,Employed,38848,No,13026,Good,Yes
APP08526,25158,51,Employed,92021,No,18495,Good,Yes
APP08527,36101,44,Self-Employed,97682,Yes,16944,Good,No
APP08528,176126,51,Self-Employed,90322,No,18431,Poor,Yes
APP08529,83063,49,Employed,99832,No,38637,Good,Yes
APP08530,65315,62,Employed,87546,No,69556,Good,Yes
APP08531,55290,52,Employed,71914,No,2826,Poor,No
APP08532,53679,37,Employed,32913,No,19840,Good,Yes
APP08533,101452,34,Employed,95531,No,48147,Good,Yes
APP08534,48114,60,Self-Employed,88280,No,69361,Good,No
APP08535,77786,56,Employed,27871,No,24501,Good,Yes
APP08536,51293,44,Employed,51470,No,31220,Good,Yes
APP08537,143655,65,Employed,11655,No,30501,Average,Yes
APP08538,83795,47,Employed,95564,Yes,24202,Good,Yes
APP08539,105093,45,Employed,59413,No,56202,Good,Yes
APP08540,46125,52,Unemployed,28294,No,52809,Good,Yes
APP08541,96593,38,Employed,32778,No,67619,Average,Yes
APP08542,52127,38,Employed,98162,No,73489,Average,No
APP08543,63046,57,Employed,63483,Yes,72138,Good,No
APP08544,125225,46,Unemployed,44965,No,43673,Good,Yes
APP08545,,29,Employed,52485,No,15670,Average,Yes
APP08546,65746,55,Employed,14362,No,18551,Good,Yes
APP08547,73072,28,Unemployed,12127,No,47630,Good,Yes
APP08548,75819,40,Employed,61307,No,73553,Good,Yes
APP08549,48984,62,Employed,53640,No,42904,Good,Yes
APP08550,153418,42,Employed,39120,No,74923,Good,Yes
APP08551,33503,39,Self-Employed,58781,Yes,21718,Average,No
APP08552,115682,50,Employed,11904,Yes,7821,Good,Yes
APP08553,103661,48,Employed,94679,No,63907,Good,Yes
APP08554,141139,55,,32903,No,70471,Good,Yes
APP08555,29360,63,Employed,11819,No,36398,Good,Yes
APP08556,40584,31,Unemployed,21103,No,9093,Good,Yes
APP08557,117416,51,Employed,14070,No,4344,Good,Yes
APP08558,25782,59,Employed,21967,No,5942,Good,Yes
APP08559,29120,56,Unemployed,44592,Yes,35690,Good,No
APP08560,,50,Employed,75115,No,19550,Good,Yes
APP08561,65414,43,Employed,30873,Yes,37492,Poor,No
APP08562,122835,39,Employed,46413,No,39591,Good,Yes
APP08563,55201,32,Employed,93232,No,37189,Average,Yes
APP08564,45633,35,Employed,33103,No,49974,Good,Yes
APP08565,69025,51,Employed,80498,No,54673,Good,Yes
APP08566,74118,63,Employed,19993,Yes,32280,Good,Yes
APP08567,73179,57,Employed,21941,Yes,27626,Good,Yes
APP08568,55382,57,Employed,48335,No,30104,Good,Yes
APP08569,24892,35,Employed,27240,No,6544,Good,Yes
APP08570,39703,49,Employed,90788,No,26409,Good,Yes
APP08571,113689,63,Employed,9821,No,16793,Good,Yes
APP08572,65270,46,Employed,61741,No,23976,Average,Yes
APP08573,51894,64,Unemployed,62402,No,57437,Good,No
APP08574,99238,22,Unemployed,11272,No,79095,Good,Yes
APP08575,36082,40,Employed,74594,No,73961,Average,No
APP08576,54214,35,Unemployed,49545,No,65908,Good,No
APP08577,63837,24,Unemployed,73692,No,59239,Average,No
APP08578,49192,42,Employed,83558,No,75650,Poor,No
APP08579,62783,58,Employed,35675,No,60411,Good,Yes
APP08580,55140,43,Unemployed,51026,No,38205,Good,Yes
APP08581,31965,46,Employed,29772,Yes,48508,Poor,No
APP08582,65106,31,Employed,24144,No,25157,Good,Yes
APP08583,33003,48,Self-Employed,5057,No,1261,Good,Yes
APP08584,,22,Employed,96545,Yes,28935,Good,No
APP08585,111353,28,Employed,46888,No,32982,Good,Yes
APP08586,52873,49,Employed,6242,Yes,58914,Poor,No
APP08587,35416,31,Employed,5849,No,68878,Good,Yes
APP08588,56667,57,Employed,32393,No,77050,Good,Yes
APP08589,41263,38,Self-Employed,6324,No,28792,Good,Yes
APP08590,78404,34,Employed,40579,Yes,76634,Good,No
APP08591,56134,30,Employed,10979,No,64151,Good,Yes
APP08592,129507,55,Employed,8729,No,3437,Poor,Yes
APP08593,101260,29,Employed,68591,No,48026,Poor,No
APP08594,56006,55,Unemployed,91150,No,29886,Good,Yes
APP08595,82795,31,Employed,43892,No,3687,Good,Yes
APP08596,50269,64,Employed,84493,No,42989,Good,Yes
APP08597,60924,32,Employed,7780,Yes,47201,Good,Yes
APP08598,50994,23,Employed,78881,No,20926,Good,Yes
APP08599,84711,59,Employed,10966,No,75251,Average,Yes
APP08600,114341,,Employed,84652,No,49226,Good,Yes
APP08601,85947,48,,88825,No,14901,Average,Yes
APP08602,90851,31,Employed,79668,No,57979,Good,Yes
APP08603,90895,59,Unemployed,82971,No,40432,Poor,No
APP08604,76893,45,Employed,58341,No,38385,Good,Yes
APP08605,35933,41,Employed,30164,Yes,66928,Average,No
APP08606,128996,30,Self-Employed,66107,No,11916,Average,Yes
APP08607,135142,63,Self-Employed,46756,Yes,39788,Poor,No
APP08608,54006,35,Employed,5507,No,62680,Average,Yes
APP08609,50781,39,Unemployed,50298,No,53171,Average,No
APP08610,79038,42,Self-Employed,66863,No,1428,Good,Yes
APP08611,76877,41,Employed,6319,Yes,63209,Good,Yes
APP08612,54788,64,Employed,64029,No,75629,Good,Yes
APP08613,34187,52,Employed,66991,No,56669,Good,Yes
APP08614,68849,43,Employed,20020,No,70196,Average,Yes
APP08615,76899,33,Employed,45952,No,29504,Good,Yes
APP08616,,25,Employed,96612,No,28698,Good,Yes
APP08617,70212,24,Self-Employed,88998,Yes,26348,Good,No
APP08618,53109,48,Employed,44028,No,59063,Good,Yes
APP08619,93845,34,Employed,38235,No,75423,Good,Yes
APP08620,61805,28,Employed,16788,No,70947,Good,Yes
APP08621,48673,29,Employed,8343,Yes,12867,Good,Yes
APP08622,55315,55,Self-Employed,33259,No,50463,Good,Yes
APP08623,27348,57,Employed,94327,No,79681,Good,Yes
APP08624,55276,41,Employed,96068,No,24334,Poor,No
APP08625,81789,38,Employed,82189,No,51148,Poor,No
APP08626,69913,53,Self-Employed,38328,No,72623,Good,Yes
