Age,Gender,Annual_Income,Employment_Years,Existing_Debt,Credit_History_Years,Num_Credit_Accounts,Late_Payments,Loan_Amount,Credit_Score
61.0,Female,39422,11.6,13184,35.4,5,0,15747,695
,Male,176120,2.3,79771,1.0,6,1,64056,545
,Male,55470,10.0,21182,4.6,5,2,12418,565
47.0,Female,30992,11.0,4835,20.6,1,1,18093,593
55.0,Male,81252,3.4,50099,23.8,4,3,40928,549
36.0,Female,40885,9.0,12932,11.1,4,1,18285,554
,Male,68070,3.4,13316,11.9,7,2,24416,574
36.0,Female,114327,7.4,67337,17.2,10,0,58201,633
35.0,Female,133900,8.2,44797,13.8,7,3,140384,548
50.0,Male,110899,8.5,48282,23.0,3,2,32276,602
47.0,Male,59002,2.8,20864,28.3,9,1,57505,593
41.0,Male,46748,9.6,18022,12.0,1,2,32782,540
53.0,Female,55432,20.6,35947,24.3,5,1,30117,637
51.0,Male,51051,7.7,30720,23.0,5,1,19901,611
34.0,Female,91654,11.6,52219,8.2,7,5,85473,566
24.0,Female,67490,15.4,12519,1.4,6,3,32840,609
35.0,Female,62689,2.4,25294,5.3,7,1,49163,587
37.0,Female,87330,11.3,33027,17.4,5,2,26913,593
66.0,Female,25593,9.6,5609,40.0,5,0,26638,647
27.0,Male,43651,1.7,26831,1.1,6,0,23866,556
45.0,Male,22140,9.5,11860,15.4,9,2,18897,643
41.0,Male,42449,6.8,5394,17.2,5,2,43080,591
24.0,Female,52779,3.4,6753,1.0,3,0,18192,505
39.0,Male,57816,3.7,14946,20.0,8,2,37375,572
23.0,Female,72721,5.3,35759,1.0,8,1,70794,547
36.0,Male,61362,6.4,39823,6.8,3,0,50126,516
30.0,Male,100335,5.7,47031,9.6,10,0,88525,550
43.0,Female,96147,8.1,48703,23.7,3,0,65315,566
58.0,Male,18000,21.5,6104,34.3,6,2,3883,690
48.0,Female,109837,9.2,64044,18.8,4,3,26896,563
45.0,Female,48711,11.9,18528,24.6,5,5,16995,603
29.0,Male,93164,7.1,27099,1.0,7,2,72592,531
41.0,Female,182793,4.6,86583,21.2,4,2,138219,558
32.0,Female,85810,11.2,26763,7.7,6,4,73394,569
27.0,Male,37961,16.9,15671,1.0,11,3,12012,562
48.0,Male,75902,6.8,14040,29.1,5,3,80023,561
36.0,Male,135097,5.3,14714,10.9,4,3,165476,520
35.0,Male,67951,2.5,42090,11.7,7,3,42242,499
44.0,Male,38638,3.3,15404,20.2,7,0,29241,600
21.0,Male,183473,5.9,72817,1.0,8,0,157137,557
34.0,Female,48784,8.8,14981,14.4,8,1,9282,630
21.0,Female,45763,13.9,14587,1.0,5,3,17805,548
35.0,Female,54601,4.7,6749,4.0,3,0,55750,544
33.0,Female,67047,5.1,23558,10.5,3,1,31101,548
44.0,Female,211763,1.7,32080,23.4,5,1,78819,656
41.0,Male,106801,8.4,45290,17.0,4,1,108819,589
53.0,Male,50918,5.0,15959,25.8,4,2,44608,591
40.0,Female,89065,20.8,23455,19.9,4,1,94244,653
27.0,Male,63781,9.3,17701,5.9,3,1,53454,543
21.0,Female,65407,7.0,23289,1.9,6,0,31004,550
31.0,Female,37266,6.5,12782,8.9,1,0,41688,537
51.0,Female,77293,8.7,26407,22.0,6,1,94034,596
21.0,Male,99278,4.7,39144,1.0,3,2,107593,508
36.0,Male,55748,8.2,34806,9.6,4,5,32789,474
39.0,Male,33598,3.7,14732,20.8,9,2,25632,565
46.0,Female,54815,6.2,34511,19.0,6,1,68029,565
43.0,Male,66353,4.0,38214,21.0,3,1,51959,540
35.0,Male,64384,10.0,24174,11.7,5,2,70942,554
31.0,Male,52602,6.4,21551,2.6,6,0,39070,542
54.0,Male,43615,2.2,19059,35.4,4,1,51237,609
40.0,Male,83030,16.9,23458,17.8,5,2,30366,612
31.0,,77778,6.8,20339,4.6,9,0,17672,590
42.0,Female,123889,7.5,51944,12.6,6,4,136942,514
27.0,Female,95541,2.2,53236,3.8,9,1,113703,514
26.0,Male,55010,2.1,35394,1.5,3,1,26959,511
37.0,Male,103499,7.9,11496,10.3,3,0,44166,575
21.0,Male,32465,5.2,14923,1.0,3,0,32190,501
21.0,Female,105654,1.1,11074,1.0,8,3,130011,529
26.0,Female,85863,6.7,42044,6.5,3,2,95267,524
25.0,Male,111909,7.8,61929,2.9,7,1,38824,560
38.0,Female,50375,10.0,10597,18.9,4,0,41969,614
35.0,Male,76284,11.1,22601,14.7,7,0,61291,675
38.0,Male,46306,6.0,8181,14.4,6,2,32993,565
32.0,Male,73555,6.9,33009,13.1,7,1,43723,575
32.0,,135645,6.5,16755,4.0,6,0,56767,608
56.0,Female,33696,1.7,20787,32.9,4,0,8002,625
37.0,Female,90137,1.5,56140,9.2,3,2,55190,500
59.0,Female,85230,5.6,53536,29.0,3,2,58331,597
36.0,Male,53801,17.7,4607,13.9,4,2,42415,624
47.0,Male,69269,6.2,26620,25.8,8,2,12750,652
24.0,Male,56573,5.2,8888,1.0,4,2,52520,535
32.0,Female,99652,1.3,23999,8.2,9,1,98730,520
41.0,Male,35954,12.7,7273,15.1,7,0,40924,607
30.0,Male,146198,11.2,59136,2.1,6,2,140490,558
40.0,Female,73547,8.3,42265,21.3,6,1,34595,617
34.0,Female,73180,3.3,28807,14.5,2,2,18776,551
59.0,Male,60206,11.0,23098,36.3,4,4,25500,630
40.0,Female,103565,8.3,25227,21.5,6,0,58598,643
32.0,Female,40578,6.3,26039,3.8,4,1,9426,523
40.0,Male,76569,1.1,30650,20.8,8,3,80596,560
22.0,Male,64389,13.8,39763,1.0,11,1,47417,582
44.0,Male,66651,1.5,36325,14.0,3,1,25467,533
64.0,Male,36611,5.2,18603,37.9,4,1,17008,631
45.0,Male,112524,7.2,14193,20.2,4,2,114673,611
42.0,Male,64756,2.8,11430,19.5,4,2,46153,576
50.0,Female,34227,18.2,7787,27.2,5,1,41355,659
25.0,Male,66508,11.3,42722,4.9,5,1,28197,563
44.0,Female,79391,4.2,14830,13.6,9,1,22435,595
33.0,Female,57981,3.7,26983,4.8,2,1,44657,463
60.0,Male,40198,2.5,8808,28.0,3,0,14386,610
31.0,Male,60565,11.1,25425,1.4,3,1,37729,554
34.0,Female,38775,3.5,17430,10.3,6,1,22780,527
64.0,Female,40183,13.7,26040,32.3,1,3,8877,652
42.0,Male,29137,3.5,9585,15.6,5,1,21324,565
21.0,Female,62824,4.4,15547,2.7,5,1,61140,557
49.0,Male,95985,9.9,27824,24.8,3,1,65290,602
32.0,Female,72688,10.2,42420,7.7,6,4,44142,532
22.0,Male,69844,14.2,7218,1.0,8,0,10694,650
26.0,Female,32511,5.9,10964,6.4,3,2,40124,515
29.0,Male,85193,11.8,39870,7.0,9,1,86965,610
43.0,Female,94917,14.5,43923,13.8,4,2,48848,598
52.0,Female,39377,7.2,6492,33.7,5,3,30598,651
28.0,Male,73647,7.1,19360,3.4,4,1,54779,529
23.0,Male,47389,17.6,29698,3.4,8,0,49375,621
54.0,Female,61325,21.9,18808,22.5,5,2,12041,656
44.0,Male,126291,12.8,66755,17.1,5,2,143640,570
58.0,Female,58031,3.4,31960,31.7,5,2,33473,569
47.0,Male,37216,4.7,14179,15.8,5,2,40422,563
45.0,Male,33782,8.8,15053,15.2,4,1,21133,569
21.0,Male,45209,4.3,16380,1.0,7,1,42138,554
45.0,Male,114669,13.5,49530,21.7,6,1,127320,628
48.0,Female,139428,0.9,37459,19.5,5,1,46071,613
39.0,Female,61844,14.1,24786,17.8,4,1,25434,630
61.0,Male,60892,8.4,22417,29.1,4,0,32003,654
40.0,Female,50960,9.6,4398,20.1,8,2,32037,619
54.0,Male,74715,8.6,26831,26.1,7,1,11210,665
36.0,Male,24932,23.0,9115,8.3,9,3,7537,621
23.0,Female,45021,7.7,15240,1.0,5,2,43984,547
30.0,Male,29776,1.4,15196,9.2,9,3,11043,531
48.0,Male,51219,2.2,15437,16.2,4,1,34571,568
44.0,Male,47775,3.6,7188,19.1,3,2,27575,571
21.0,Male,136432,6.0,26639,1.0,2,0,44231,582
33.0,Female,76121,5.3,45781,13.4,5,0,34067,556
53.0,Female,45163,5.6,7981,24.6,3,1,39872,593
33.0,Female,73589,14.1,18615,6.0,6,2,84051,573
48.0,Female,111376,11.0,14885,23.4,5,0,109390,613
51.0,Female,44032,21.2,5040,30.8,5,4,49700,658
25.0,Male,69049,19.1,39523,1.0,6,2,59806,536
49.0,Male,54870,9.4,18506,21.7,3,1,42190,595
42.0,Male,127766,4.7,31249,16.9,7,2,143882,555
45.0,Female,75896,6.0,15041,15.4,4,1,41872,630
54.0,Female,66380,2.5,24554,34.1,9,2,13006,647
49.0,Male,74107,19.5,39537,22.4,5,2,23827,657
44.0,Female,57707,3.8,31807,16.7,5,3,70957,569
51.0,Female,44825,5.5,23259,29.7,1,0,38575,546
50.0,Female,58114,2.4,37583,31.0,3,1,53906,576
34.0,Female,93737,6.6,55840,6.3,4,2,90225,527
47.0,Female,65729,5.5,16352,24.6,5,0,44448,620
52.0,Female,69674,0.6,42908,22.7,6,2,39326,564
53.0,Male,41127,14.1,17096,25.0,4,1,44410,638
39.0,Male,55153,4.7,23102,10.3,7,2,9234,528
53.0,Male,94150,3.6,52436,29.1,4,0,42028,607
43.0,Male,79031,6.3,27489,12.1,5,0,93107,571
25.0,Male,80043,6.8,33338,6.0,7,1,53889,537
45.0,Female,77916,20.0,14551,14.4,3,0,13990,699
21.0,Male,56315,2.5,6566,2.3,4,1,66554,459
39.0,Female,57529,6.8,12402,17.4,2,0,64883,579
,Male,111563,5.4,30797,24.6,8,2,116933,586
21.0,Female,69867,5.1,41512,1.0,8,0,78855,566
35.0,Male,39177,2.9,17087,15.9,3,0,31918,569
33.0,Female,72827,3.5,7765,5.1,5,1,52861,526
21.0,Female,66594,5.5,29849,1.0,3,2,41095,520
32.0,Female,80750,4.2,21475,10.3,8,2,55154,574
43.0,Female,54958,1.8,21541,19.3,3,2,24216,544
36.0,Male,25799,8.5,8244,17.8,1,1,6755,560
60.0,Male,142411,5.4,19484,34.6,7,0,144693,660
47.0,Female,149382,8.9,18874,28.9,3,2,168080,588
47.0,Male,76037,5.0,45253,28.3,6,0,77598,584
48.0,Male,121935,7.2,55502,27.7,10,0,44953,657
40.0,Female,110201,3.1,60560,19.5,4,1,67460,521
45.0,Male,65515,4.8,18029,24.1,5,1,21521,597
48.0,Male,61149,7.6,26610,22.4,3,1,43243,614
41.0,Male,58982,7.3,6625,17.7,5,1,66994,600
25.0,Male,34897,12.8,3785,1.0,5,0,18727,613
25.0,Male,70759,0.8,45335,1.0,3,1,19185,516
29.0,Male,28987,4.2,15809,1.7,4,2,19153,538
31.0,Male,28618,11.0,14694,11.9,3,0,24624,578
49.0,Male,45324,7.1,11837,27.0,6,0,55340,624
43.0,Female,47997,4.0,27912,21.5,7,1,55836,568
70.0,Male,95545,10.2,36930,40.0,4,3,82434,622
41.0,Male,29637,2.2,13580,15.6,4,1,36334,569
35.0,Female,40369,9.0,24785,8.9,5,3,22001,569
37.0,Female,26038,6.0,13878,15.9,10,3,27469,554
21.0,Male,96997,1.0,18675,1.0,7,2,51791,542
34.0,Male,171105,14.0,77517,4.2,5,4,106901,553
38.0,Male,38674,4.3,23659,18.9,4,2,29910,597
50.0,Male,87593,11.8,48698,22.0,4,1,78099,602
47.0,Female,199079,2.6,22616,18.7,6,0,168886,620
57.0,Female,58365,3.0,10392,36.6,5,3,42353,622
47.0,Female,39425,12.7,19784,28.4,7,0,30232,637
35.0,Male,142813,13.5,19999,12.6,1,0,68480,622
46.0,Male,105861,5.2,31838,26.6,6,3,79194,548
40.0,Male,19511,12.1,5089,8.3,3,1,21414,559
30.0,Male,28110,9.8,7410,7.9,3,0,17818,552
31.0,Male,66053,9.4,34692,9.9,5,0,65870,582
42.0,Female,44656,12.5,20127,14.3,4,1,27385,617
40.0,Female,62764,13.1,10995,11.7,5,1,11609,609
35.0,Female,85493,10.9,17819,15.0,4,0,48255,611
52.0,Male,62196,1.9,9941,32.6,4,0,11524,633
,Male,59898,6.0,8132,13.4,4,0,24579,599
36.0,Male,94743,10.8,12864,14.1,5,0,100038,592
45.0,Male,47766,7.4,26043,13.8,3,0,44892,579
46.0,Male,30902,11.8,19482,22.3,4,2,30419,611
26.0,Female,120545,7.2,69019,1.0,3,0,85917,540
21.0,Male,74310,14.9,22830,1.0,2,1,62176,537
28.0,Female,57480,8.1,18609,2.9,7,0,47201,540
38.0,Female,74502,9.8,47765,14.4,4,2,19440,602
44.0,Male,55437,3.3,13621,22.2,4,1,17919,586
44.0,Female,29281,7.6,18016,16.1,4,3,11428,547
43.0,Male,37647,17.9,12828,21.7,3,1,13838,645
35.0,Female,56021,8.2,19398,16.8,6,2,39441,595
44.0,Male,72518,7.4,17300,21.1,9,3,83428,561
35.0,Male,155494,7.0,88298,3.8,4,1,63520,551
47.0,Male,77905,1.9,37504,22.1,4,2,22303,570
44.0,Male,112357,2.6,62530,19.4,4,2,24372,585
30.0,Female,100346,15.3,15970,8.9,5,2,76041,622
48.0,Male,79211,9.4,19976,27.9,4,1,49387,595
25.0,Female,36544,1.2,15150,2.1,5,1,14972,505
28.0,Male,23999,10.5,15085,4.8,7,3,17507,538
46.0,Female,40306,1.2,10257,24.1,4,2,46578,546
52.0,Male,84379,2.0,32093,30.6,2,0,40533,577
36.0,Male,25320,4.1,13110,5.2,5,2,29898,503
52.0,Male,51458,15.4,29871,20.5,5,0,36171,646
27.0,Male,50092,3.3,14860,2.5,7,0,58010,534
34.0,Female,90658,7.8,16883,9.1,5,4,70737,555
46.0,Female,129238,14.7,57594,20.5,7,2,67183,618
39.0,Female,63816,4.4,11692,12.1,5,3,21549,545
70.0,Male,71444,8.8,13977,40.0,5,0,69125,673
54.0,Male,36442,4.0,23523,27.6,5,2,45324,543
41.0,Female,95785,5.3,59167,11.2,6,1,61601,521
25.0,Male,101146,9.0,9043,6.6,3,0,82834,595
35.0,Female,68295,9.7,33721,9.7,1,0,54947,541
41.0,Female,93446,5.1,33941,18.8,4,2,53264,533
22.0,Male,49125,4.4,6739,1.0,7,2,24282,560
36.0,Male,38472,1.4,15213,15.9,10,0,43123,540
46.0,Male,37510,8.4,6831,21.5,5,0,11628,645
31.0,Male,78485,3.8,24519,2.0,2,4,54247,500
44.0,Female,91409,19.4,22889,21.7,5,2,28912,664
27.0,Male,63430,20.3,31389,1.7,6,1,79118,609
35.0,Female,60851,6.7,5263,5.7,1,1,64379,562
41.0,Female,56263,8.9,22780,18.2,4,3,11465,564
24.0,Male,48269,7.2,21689,1.0,5,1,13873,514
47.0,Male,53706,5.9,5274,19.5,10,1,48623,587
30.0,Male,71772,10.5,12862,1.9,2,3,30154,522
47.0,Female,87236,4.1,9085,24.6,5,0,97202,582
21.0,Female,61975,4.4,36043,1.0,7,0,25923,528
58.0,Male,78928,15.5,25872,30.8,4,2,83131,625
37.0,Female,41719,1.8,7433,14.2,2,0,13045,527
46.0,Male,94849,3.8,15343,23.5,5,1,74524,586
35.0,Male,138052,5.8,31842,5.1,6,1,167612,517
40.0,Male,175097,9.3,103336,11.0,2,3,26761,536
61.0,Male,75664,4.0,8680,30.8,4,2,19186,623
41.0,Female,100723,6.7,31024,16.0,7,1,36347,580
44.0,Female,99339,9.8,41870,12.7,5,0,100124,567
60.0,,64959,2.9,37412,34.9,3,3,21851,568
53.0,Male,58918,10.9,30881,22.7,2,4,38476,544
37.0,Female,63139,8.4,14749,18.4,5,1,78572,583
24.0,Male,85207,16.4,54718,5.0,5,0,65567,575
,Female,114186,1.6,46182,11.4,5,1,65988,539
37.0,Male,39047,9.9,19207,15.1,9,0,33794,614
54.0,Male,97269,11.9,40804,22.0,6,2,35876,626
36.0,Female,71551,11.0,12616,6.8,3,2,50318,566
34.0,Female,40097,10.0,20189,10.7,4,2,8051,585
45.0,Female,18848,3.0,11113,17.6,4,1,20569,546
34.0,Male,56069,8.8,4705,3.6,3,0,13687,592
32.0,Male,97227,3.9,41814,7.6,4,1,96578,551
29.0,Female,63998,0.8,14170,8.7,8,0,46289,566
42.0,Male,25319,11.0,14515,23.4,6,1,20366,625
47.0,Male,105399,10.6,64136,17.7,5,1,121398,574
28.0,Female,68347,7.3,13745,9.6,7,3,41946,580
55.0,Male,57740,5.3,22348,26.4,6,0,26148,605
21.0,Male,86959,14.6,22203,1.0,7,0,85135,601
32.0,Male,50837,10.8,15525,7.0,7,0,30498,571
49.0,Male,67491,9.3,37773,23.6,4,1,42477,588
37.0,Male,79261,4.7,17493,11.6,4,2,44981,550
40.0,Male,51801,6.3,5664,12.6,6,0,57526,602
31.0,Female,18000,4.9,6260,1.0,3,3,13755,473
24.0,Male,49762,21.0,31462,1.0,5,3,18145,538
70.0,Male,34041,1.4,16099,40.0,6,0,19485,637
21.0,Male,67288,2.4,18618,1.0,8,3,81137,470
38.0,Male,93578,3.2,57151,19.0,4,2,99256,501
54.0,Male,121435,4.0,28088,32.0,3,1,124561,643
25.0,Female,67507,19.4,12390,1.0,8,1,81531,639
59.0,Male,65875,6.3,39793,31.8,4,3,60081,562
48.0,Male,78931,8.6,43885,22.5,7,0,24625,656
33.0,Female,19251,11.4,6824,14.5,2,3,13550,555
26.0,Female,31709,10.0,7206,1.0,6,1,18510,565
62.0,Female,43727,0.3,10549,32.4,6,1,53871,618
32.0,Male,112378,11.5,31198,13.6,5,0,54358,646
27.0,Male,36510,4.4,8187,1.0,4,0,11895,558
39.0,Male,49208,8.2,18080,10.9,6,2,31883,537
44.0,Male,67911,5.8,10757,16.0,3,0,72081,565
50.0,Male,57260,19.1,16535,27.5,4,1,31941,690
30.0,Male,47700,10.5,12093,4.8,5,3,49062,525
45.0,Male,50007,17.0,6695,15.6,5,1,9472,649
32.0,Male,65472,18.5,10241,11.6,7,5,34337,588
35.0,Female,63970,7.0,5535,5.9,3,4,41614,533
47.0,Female,21130,5.1,10482,24.7,5,0,16939,595
33.0,Female,24659,5.6,3826,2.6,2,1,21330,490
41.0,Male,36490,5.0,17894,11.2,6,0,37953,590
40.0,Female,27923,6.5,8917,8.2,7,2,12348,555
27.0,Male,35729,4.8,19760,5.3,5,1,36628,574
30.0,Female,55746,2.9,27302,4.9,8,1,67126,546
35.0,Male,34701,16.3,10296,14.8,4,0,12630,626
33.0,Male,56614,5.4,15387,8.2,6,0,51359,561
47.0,Male,76328,4.6,18125,18.4,1,2,31271,553
34.0,Female,83281,4.5,47091,11.2,6,2,70287,499
39.0,Female,69933,8.9,20302,11.2,5,1,53340,523
44.0,Female,60328,14.3,31673,24.3,7,1,43235,638
38.0,Male,78303,18.7,25475,13.6,6,3,47970,570
31.0,Male,81377,9.6,39607,3.9,7,0,62355,593
47.0,Female,55136,7.5,35148,15.2,4,2,42591,577
45.0,Male,70659,10.5,26541,21.9,7,2,18915,646
56.0,Male,119463,8.7,44112,35.6,5,0,28545,671
21.0,Male,31497,4.0,11318,1.0,6,0,10906,591
29.0,Female,47830,12.2,25402,8.8,10,1,24552,614
35.0,Male,42745,13.2,15205,7.3,5,0,49891,561
21.0,Male,47531,3.4,10895,1.0,5,1,8914,525
41.0,Male,74720,5.1,7207,10.4,6,0,35679,599
33.0,Male,123917,9.7,24975,3.4,3,1,144877,533
45.0,Male,107200,3.9,43797,13.5,3,4,29842,526
43.0,Female,134826,8.1,79303,15.4,3,1,142750,550
31.0,Female,56418,8.2,12986,10.7,9,2,38293,582
45.0,Male,36151,4.7,11211,16.6,9,0,32622,569
26.0,Female,75545,3.3,20245,1.0,8,2,68976,510
33.0,Female,69511,8.7,41369,10.0,7,4,34223,537
50.0,Male,59245,8.2,35055,29.6,7,1,54165,620
50.0,Male,46037,9.8,11627,18.9,4,1,36551,649
33.0,Male,47784,0.5,11968,12.2,6,1,28784,569
60.0,Male,75762,3.7,47762,40.0,7,1,24413,604
35.0,Male,23873,6.8,14100,13.6,3,1,23395,533
22.0,Female,51270,6.7,5218,1.0,8,0,56562,564
68.0,Female,70333,9.3,44321,40.0,6,1,51124,669
39.0,Female,117862,3.1,20156,20.1,7,0,29117,659
32.0,Female,28830,10.2,11623,12.3,5,2,29015,580
47.0,Male,49169,2.2,15404,22.1,7,1,52683,613
52.0,Male,51085,12.6,17001,28.6,3,1,45448,645
31.0,Male,91375,8.7,18903,4.8,6,2,33733,623
36.0,Male,71776,18.7,16456,13.6,8,0,27887,686
32.0,Male,18000,10.5,6852,12.5,10,3,19954,535
50.0,Female,84167,7.1,20038,23.4,8,1,40145,665
40.0,Male,74351,6.6,9530,17.5,6,2,88897,591
38.0,Female,65840,8.7,18778,19.9,4,2,49948,562
33.0,Female,144892,4.4,91311,1.6,2,5,136082,394
21.0,Female,54721,13.4,23838,1.0,6,3,54000,555
22.0,Female,56071,6.5,23458,1.0,4,3,42091,489
43.0,Male,112367,7.7,64267,14.0,3,1,132362,509
39.0,Female,30639,1.9,7991,20.6,4,1,22060,541
31.0,Female,48151,5.4,10179,8.7,6,3,50789,554
22.0,Female,60954,14.1,11033,1.0,7,3,18954,560
21.0,Male,36823,14.2,9043,1.0,6,1,33620,540
45.0,Female,35179,4.2,18110,25.1,4,2,9344,524
35.0,Male,51669,6.2,22486,6.6,5,1,21273,556
52.0,Male,44661,4.5,23500,26.3,5,3,23227,580
49.0,Female,30485,8.6,4128,19.8,6,0,8807,629
44.0,Male,96519,6.0,11151,15.7,8,1,59430,636
34.0,Male,22364,3.5,11743,12.8,5,1,27377,528
45.0,Male,37151,4.4,16289,17.7,3,3,37059,555
47.0,Female,38712,6.7,23671,28.2,3,3,48069,565
25.0,Female,104316,11.3,22770,1.0,8,3,126316,519
29.0,Male,68798,3.7,10194,2.4,5,2,48020,501
21.0,Male,70176,3.6,25696,1.0,4,0,51899,524
49.0,Female,91708,5.6,13206,23.8,5,2,45887,633
47.0,Male,73072,21.5,31049,15.1,4,4,43228,607
36.0,Female,31386,10.9,7407,16.5,2,3,38144,505
30.0,Male,36854,2.6,19319,1.0,8,1,6958,520
41.0,Male,38182,15.1,6568,11.7,6,1,29871,639
61.0,Male,45963,6.0,24752,33.2,3,1,8568,574
21.0,Female,44699,4.0,13851,1.0,6,2,47127,499
21.0,Female,43626,10.8,12778,2.0,4,3,49323,485
25.0,Male,48184,8.3,5721,1.0,3,1,22483,498
29.0,Female,81520,4.7,38962,1.0,5,3,35852,495
51.0,Male,134841,9.0,80108,23.6,4,1,71423,573
40.0,Male,75602,1.1,25597,12.5,5,2,27716,555
40.0,Male,80414,4.3,28357,19.4,2,3,47983,557
41.0,Male,90986,7.2,23587,15.3,4,1,73462,557
36.0,Female,75200,4.5,37068,16.4,7,0,75649,568
32.0,Female,64984,12.5,26322,11.9,7,0,15698,615
29.0,Male,52199,5.9,8224,10.2,5,1,46345,588
32.0,Male,58239,15.0,8713,10.8,5,0,62701,606
40.0,Male,62021,1.1,15152,11.2,6,0,33880,591
43.0,Male,67869,13.6,27991,19.8,4,1,28071,611
46.0,Female,92264,12.8,40315,19.2,5,2,26014,615
41.0,Female,56629,1.9,13764,18.1,7,0,55580,579
43.0,Female,94421,4.4,42560,12.3,4,1,83154,516
42.0,Male,58714,8.1,17504,20.1,3,1,55876,600
33.0,Male,119527,4.6,37573,13.4,2,1,51430,580
35.0,Male,53589,9.6,25375,14.7,8,1,60158,626
30.0,Male,68195,6.1,43845,10.6,4,0,65674,557
49.0,Female,36503,9.0,11163,30.0,6,1,14727,635
44.0,Male,80094,4.4,32218,23.9,5,2,53597,565
35.0,Male,75904,4.8,35796,8.9,10,0,48585,609
43.0,Male,47972,3.1,28094,17.1,6,3,8607,572
60.0,Male,37007,13.0,23837,38.9,3,2,37887,646
29.0,Female,67380,8.7,31233,7.1,4,1,56012,578
31.0,Male,73279,9.8,45580,8.5,4,1,50916,578
37.0,Female,94791,11.8,17524,11.8,4,1,40603,603
25.0,Male,39728,7.3,16498,1.0,4,1,26337,519
41.0,Male,54812,4.1,17231,21.3,5,2,65907,541
31.0,Male,29399,4.4,18018,7.1,3,2,28748,537
44.0,Male,77189,11.2,34374,24.8,5,0,67763,625
29.0,Male,56465,5.8,33906,3.8,8,0,57099,512
37.0,Male,65401,16.9,9371,13.7,5,1,17706,644
35.0,Female,24031,7.4,6469,7.1,2,0,22684,547
32.0,Male,30917,2.6,11492,2.9,6,0,29365,538
37.0,Female,90491,4.9,26429,7.1,5,0,107001,532
47.0,Male,31438,3.5,12852,17.0,4,0,37658,571
55.0,Female,65002,8.8,5225,32.3,5,1,31163,674
39.0,Male,144962,12.4,82769,7.9,5,0,126436,564
50.0,Male,20194,9.0,6938,23.0,2,2,24971,560
21.0,Female,74939,4.5,21177,1.0,8,4,85173,482
51.0,Female,113484,17.2,48458,26.6,2,3,110618,559
40.0,Male,70199,8.7,11431,11.7,7,3,54392,593
30.0,Male,51731,10.0,9776,6.2,4,2,22557,587
25.0,Male,66378,7.0,13877,1.0,4,0,20648,583
39.0,Female,87449,24.1,35392,10.0,6,1,39380,624
34.0,Female,52626,3.0,22210,5.5,2,1,58609,564
30.0,Male,44217,4.6,10357,8.5,3,3,50920,498
58.0,Male,52901,10.3,25583,39.2,6,1,18680,666
34.0,Male,170577,14.5,95760,6.6,2,3,120315,531
44.0,Male,45389,5.7,26421,18.1,7,2,37920,580
23.0,Female,27727,21.7,10224,3.3,8,4,14348,567
25.0,Male,44869,5.9,12644,1.0,2,1,34645,518
50.0,Male,96443,16.4,13181,21.3,7,1,47366,700
25.0,Male,39972,5.8,21342,1.8,4,2,15597,476
30.0,Male,45948,5.9,28571,3.4,5,1,13170,586
51.0,Male,93767,8.4,22326,28.1,3,2,70038,589
34.0,Male,29649,5.5,3346,9.8,5,2,14714,541
31.0,Female,76054,4.9,6649,10.3,6,1,61243,563
45.0,Male,160940,10.5,45814,22.5,7,0,149129,633
35.0,Male,24134,1.4,7725,15.6,9,1,16355,592
37.0,Female,63347,2.4,17099,8.6,6,0,71974,539
35.0,Female,85555,6.7,23098,16.0,2,2,44459,519
55.0,Female,18968,1.5,2633,34.1,5,0,8080,623
42.0,Male,41319,9.7,23886,11.8,7,0,36417,570
37.0,Male,74552,7.5,29719,11.5,6,1,13741,560
39.0,Female,45556,7.0,10939,16.5,8,0,16186,652
34.0,,37973,5.0,18448,5.3,5,1,9293,525
32.0,Female,56720,5.2,15843,9.6,8,2,35003,579
31.0,Male,98789,9.2,59106,12.5,3,0,58744,627
63.0,Male,86184,11.0,49802,36.6,5,0,105737,641
41.0,Male,49132,7.1,21145,9.6,7,0,19986,623
26.0,Male,47236,5.8,15933,1.9,2,0,45559,530
34.0,Female,42898,7.3,18657,2.5,6,1,43853,567
54.0,Male,110465,10.7,28124,26.0,4,1,103812,630
48.0,Female,52132,5.2,14777,21.6,9,3,33783,617
38.0,Male,77206,8.1,12398,13.8,3,1,59581,615
28.0,Female,26820,14.4,11309,1.0,6,1,23614,551
40.0,Male,87537,1.8,34889,10.0,3,0,99585,498
47.0,Female,69917,7.7,21167,21.7,6,2,85170,609
38.0,Male,80585,8.9,34187,11.7,5,0,85801,573
21.0,Male,102504,15.7,38487,1.0,3,2,92251,561
22.0,Male,74528,4.9,32026,1.0,6,2,88728,498
31.0,Female,57833,3.0,13465,10.7,3,2,47992,510
54.0,Male,51257,3.5,26324,30.0,6,2,39863,611
21.0,Male,61515,12.1,39653,1.0,6,1,23407,572
43.0,Male,69285,6.7,38145,24.9,7,0,59616,588
21.0,Male,82228,1.4,19685,2.4,7,3,62594,521
57.0,Male,70670,4.0,42164,27.2,4,2,43642,546
39.0,Male,48300,8.4,13559,18.0,7,0,19780,614
52.0,Female,105769,13.5,64790,26.0,7,1,53665,659
31.0,Female,45438,5.1,14977,1.0,7,3,12939,504
38.0,Male,80838,7.7,39436,17.2,6,2,75436,575
44.0,Male,60699,9.4,29386,21.5,7,0,69806,647
47.0,Male,105334,9.0,18948,15.8,6,1,33341,636
